image_path,label,class_name,confidence
212.jpg,3,Total Endodontic Failure,0.3173
212.jpg,3,Total Endodontic Failure,0.3173
213.jpg,0,No Endodontic Treatment,0.3168
213.jpg,0,No Endodontic Treatment,0.3168
214.jpg,0,No Endodontic Treatment,0.3458
214.jpg,0,No Endodontic Treatment,0.3458
215.jpg,0,No Endodontic Treatment,0.3286
215.jpg,0,No Endodontic Treatment,0.3286
217.jpg,3,Total Endodontic Failure,0.2705
217.jpg,3,Total Endodontic Failure,0.2705
218.jpg,3,Total Endodontic Failure,0.3292
218.jpg,3,Total Endodontic Failure,0.3292
219.jpg,0,No Endodontic Treatment,0.3305
219.jpg,0,No Endodontic Treatment,0.3305
22.jpg,0,No Endodontic Treatment,0.3245
22.jpg,0,No Endodontic Treatment,0.3245
220.jpg,0,No Endodontic Treatment,0.3293
220.jpg,0,No Endodontic Treatment,0.3293
221.jpg,0,No Endodontic Treatment,0.3381
221.jpg,0,No Endodontic Treatment,0.3381
222.jpg,3,Total Endodontic Failure,0.3352
222.jpg,3,Total Endodontic Failure,0.3352
223.jpg,0,No Endodontic Treatment,0.3148
223.jpg,0,No Endodontic Treatment,0.3148
225.jpg,3,Total Endodontic Failure,0.3067
225.jpg,3,Total Endodontic Failure,0.3067
226.jpg,0,No Endodontic Treatment,0.3375
226.jpg,0,No Endodontic Treatment,0.3375
227.jpg,0,No Endodontic Treatment,0.3234
227.jpg,0,No Endodontic Treatment,0.3234
228.jpg,0,No Endodontic Treatment,0.3215
228.jpg,0,No Endodontic Treatment,0.3215
229.jpg,0,No Endodontic Treatment,0.2842
229.jpg,0,No Endodontic Treatment,0.2842
23.jpg,3,Total Endodontic Failure,0.3243
23.jpg,3,Total Endodontic Failure,0.3243
230.jpg,0,No Endodontic Treatment,0.285
230.jpg,0,No Endodontic Treatment,0.285
231.jpg,0,No Endodontic Treatment,0.3091
231.jpg,0,No Endodontic Treatment,0.3091
232.jpg,0,No Endodontic Treatment,0.3125
232.jpg,0,No Endodontic Treatment,0.3125
233.jpg,0,No Endodontic Treatment,0.3133
233.jpg,0,No Endodontic Treatment,0.3133
234.jpg,0,No Endodontic Treatment,0.2972
234.jpg,0,No Endodontic Treatment,0.2972
235.jpg,0,No Endodontic Treatment,0.2923
235.jpg,0,No Endodontic Treatment,0.2923
236.jpg,0,No Endodontic Treatment,0.3092
236.jpg,0,No Endodontic Treatment,0.3092
237.jpg,0,No Endodontic Treatment,0.3111
237.jpg,0,No Endodontic Treatment,0.3111
238.jpg,0,No Endodontic Treatment,0.2402
238.jpg,0,No Endodontic Treatment,0.2402
239.jpg,0,No Endodontic Treatment,0.3118
239.jpg,0,No Endodontic Treatment,0.3118
24.jpg,3,Total Endodontic Failure,0.2907
24.jpg,3,Total Endodontic Failure,0.2907
240.jpg,0,No Endodontic Treatment,0.3097
240.jpg,0,No Endodontic Treatment,0.3097
241.jpg,0,No Endodontic Treatment,0.2709
241.jpg,0,No Endodontic Treatment,0.2709
242.jpg,0,No Endodontic Treatment,0.3462
242.jpg,0,No Endodontic Treatment,0.3462
243.jpg,0,No Endodontic Treatment,0.2922
243.jpg,0,No Endodontic Treatment,0.2922
244.jpg,0,No Endodontic Treatment,0.2977
244.jpg,0,No Endodontic Treatment,0.2977
245.jpg,0,No Endodontic Treatment,0.3157
245.jpg,0,No Endodontic Treatment,0.3157
246.jpg,0,No Endodontic Treatment,0.3333
246.jpg,0,No Endodontic Treatment,0.3333
247.jpg,0,No Endodontic Treatment,0.3269
247.jpg,0,No Endodontic Treatment,0.3269
248.jpg,0,No Endodontic Treatment,0.2651
248.jpg,0,No Endodontic Treatment,0.2651
25.jpg,0,No Endodontic Treatment,0.3435
25.jpg,0,No Endodontic Treatment,0.3435
250.jpg,0,No Endodontic Treatment,0.3336
250.jpg,0,No Endodontic Treatment,0.3336
251.jpg,0,No Endodontic Treatment,0.3181
251.jpg,0,No Endodontic Treatment,0.3181
252.jpg,0,No Endodontic Treatment,0.2739
252.jpg,0,No Endodontic Treatment,0.2739
253.jpg,0,No Endodontic Treatment,0.3018
253.jpg,0,No Endodontic Treatment,0.3018
254.jpg,0,No Endodontic Treatment,0.3184
254.jpg,0,No Endodontic Treatment,0.3184
256.jpg,0,No Endodontic Treatment,0.2301
256.jpg,0,No Endodontic Treatment,0.2301
257.jpg,0,No Endodontic Treatment,0.2968
257.jpg,0,No Endodontic Treatment,0.2968
258.jpg,0,No Endodontic Treatment,0.285
258.jpg,0,No Endodontic Treatment,0.285
259.jpg,0,No Endodontic Treatment,0.3253
259.jpg,0,No Endodontic Treatment,0.3253
26.jpg,0,No Endodontic Treatment,0.3254
26.jpg,0,No Endodontic Treatment,0.3254
260.jpg,0,No Endodontic Treatment,0.2704
260.jpg,0,No Endodontic Treatment,0.2704
27.jpg,0,No Endodontic Treatment,0.3419
27.jpg,0,No Endodontic Treatment,0.3419
28.jpg,0,No Endodontic Treatment,0.3269
28.jpg,0,No Endodontic Treatment,0.3269
29.jpg,0,No Endodontic Treatment,0.3336
29.jpg,0,No Endodontic Treatment,0.3336
3.jpg,3,Total Endodontic Failure,0.3064
3.jpg,3,Total Endodontic Failure,0.3064
30.jpg,0,No Endodontic Treatment,0.3377
30.jpg,0,No Endodontic Treatment,0.3377
31.jpg,0,No Endodontic Treatment,0.3481
31.jpg,0,No Endodontic Treatment,0.3481
32.jpg,0,No Endodontic Treatment,0.3403
32.jpg,0,No Endodontic Treatment,0.3403
33.jpg,0,No Endodontic Treatment,0.2901
33.jpg,0,No Endodontic Treatment,0.2901
34.jpg,3,Total Endodontic Failure,0.3263
34.jpg,3,Total Endodontic Failure,0.3263
35.jpg,3,Total Endodontic Failure,0.3169
35.jpg,3,Total Endodontic Failure,0.3169
36.jpg,0,No Endodontic Treatment,0.3268
36.jpg,0,No Endodontic Treatment,0.3268
37.jpg,3,Total Endodontic Failure,0.3055
37.jpg,3,Total Endodontic Failure,0.3055
38.jpg,0,No Endodontic Treatment,0.3379
38.jpg,0,No Endodontic Treatment,0.3379
39.jpg,0,No Endodontic Treatment,0.3324
39.jpg,0,No Endodontic Treatment,0.3324
40.jpg,0,No Endodontic Treatment,0.3358
40.jpg,0,No Endodontic Treatment,0.3358
41.jpg,0,No Endodontic Treatment,0.3415
41.jpg,0,No Endodontic Treatment,0.3415
42.jpg,0,No Endodontic Treatment,0.313
42.jpg,0,No Endodontic Treatment,0.313
43.jpg,3,Total Endodontic Failure,0.2728
43.jpg,3,Total Endodontic Failure,0.2728
44.jpg,0,No Endodontic Treatment,0.3405
44.jpg,0,No Endodontic Treatment,0.3405
45.jpg,0,No Endodontic Treatment,0.3219
45.jpg,0,No Endodontic Treatment,0.3219
46.jpg,0,No Endodontic Treatment,0.3403
46.jpg,0,No Endodontic Treatment,0.3403
48.jpg,0,No Endodontic Treatment,0.3273
48.jpg,0,No Endodontic Treatment,0.3273
49.jpg,0,No Endodontic Treatment,0.3397
49.jpg,0,No Endodontic Treatment,0.3397
5.jpg,3,Total Endodontic Failure,0.3258
5.jpg,3,Total Endodontic Failure,0.3258
50.jpg,0,No Endodontic Treatment,0.3209
50.jpg,0,No Endodontic Treatment,0.3209
51.jpg,0,No Endodontic Treatment,0.3279
51.jpg,0,No Endodontic Treatment,0.3279
52.jpg,0,No Endodontic Treatment,0.2858
52.jpg,0,No Endodontic Treatment,0.2858
53.jpg,0,No Endodontic Treatment,0.3351
53.jpg,0,No Endodontic Treatment,0.3351
54.jpg,0,No Endodontic Treatment,0.3295
54.jpg,0,No Endodontic Treatment,0.3295
55.jpg,0,No Endodontic Treatment,0.3331
55.jpg,0,No Endodontic Treatment,0.3331
56.jpg,0,No Endodontic Treatment,0.3225
56.jpg,0,No Endodontic Treatment,0.3225
57.jpg,0,No Endodontic Treatment,0.2724
57.jpg,0,No Endodontic Treatment,0.2724
58.jpg,3,Total Endodontic Failure,0.3303
58.jpg,3,Total Endodontic Failure,0.3303
59.jpg,3,Total Endodontic Failure,0.312
59.jpg,3,Total Endodontic Failure,0.312
6.jpg,0,No Endodontic Treatment,0.3247
6.jpg,0,No Endodontic Treatment,0.3247
60.jpg,3,Total Endodontic Failure,0.2681
60.jpg,3,Total Endodontic Failure,0.2681
61.jpg,0,No Endodontic Treatment,0.2861
61.jpg,0,No Endodontic Treatment,0.2861
62.jpg,3,Total Endodontic Failure,0.2759
62.jpg,3,Total Endodontic Failure,0.2759
64.jpg,0,No Endodontic Treatment,0.3345
64.jpg,0,No Endodontic Treatment,0.3345
65.jpg,0,No Endodontic Treatment,0.3341
65.jpg,0,No Endodontic Treatment,0.3341
66.jpg,3,Total Endodontic Failure,0.3115
66.jpg,3,Total Endodontic Failure,0.3115
67.jpg,3,Total Endodontic Failure,0.2469
67.jpg,3,Total Endodontic Failure,0.2469
68.jpg,0,No Endodontic Treatment,0.2826
68.jpg,0,No Endodontic Treatment,0.2826
70.jpg,0,No Endodontic Treatment,0.3169
70.jpg,0,No Endodontic Treatment,0.3169
71.jpg,3,Total Endodontic Failure,0.2347
71.jpg,3,Total Endodontic Failure,0.2347
72.jpg,3,Total Endodontic Failure,0.3318
72.jpg,3,Total Endodontic Failure,0.3318
73.jpg,3,Total Endodontic Failure,0.2852
73.jpg,3,Total Endodontic Failure,0.2852
75.jpg,0,No Endodontic Treatment,0.275
75.jpg,0,No Endodontic Treatment,0.275
76.jpg,3,Total Endodontic Failure,0.3385
76.jpg,3,Total Endodontic Failure,0.3385
77.jpg,3,Total Endodontic Failure,0.2875
77.jpg,3,Total Endodontic Failure,0.2875
79.jpg,3,Total Endodontic Failure,0.3169
79.jpg,3,Total Endodontic Failure,0.3169
8.jpg,0,No Endodontic Treatment,0.3391
8.jpg,0,No Endodontic Treatment,0.3391
80.jpg,3,Total Endodontic Failure,0.2674
80.jpg,3,Total Endodontic Failure,0.2674
81.jpg,0,No Endodontic Treatment,0.2926
81.jpg,0,No Endodontic Treatment,0.2926
82.jpg,0,No Endodontic Treatment,0.3402
82.jpg,0,No Endodontic Treatment,0.3402
83.jpg,3,Total Endodontic Failure,0.3103
83.jpg,3,Total Endodontic Failure,0.3103
84.jpg,0,No Endodontic Treatment,0.3155
84.jpg,0,No Endodontic Treatment,0.3155
85.jpg,0,No Endodontic Treatment,0.29
85.jpg,0,No Endodontic Treatment,0.29
86.jpg,0,No Endodontic Treatment,0.339
86.jpg,0,No Endodontic Treatment,0.339
87.jpg,0,No Endodontic Treatment,0.3257
87.jpg,0,No Endodontic Treatment,0.3257
88.jpg,3,Total Endodontic Failure,0.301
88.jpg,3,Total Endodontic Failure,0.301
9.jpg,3,Total Endodontic Failure,0.3137
9.jpg,3,Total Endodontic Failure,0.3137
90.jpg,3,Total Endodontic Failure,0.2327
90.jpg,3,Total Endodontic Failure,0.2327
91.jpg,3,Total Endodontic Failure,0.313
91.jpg,3,Total Endodontic Failure,0.313
92.jpg,3,Total Endodontic Failure,0.2792
92.jpg,3,Total Endodontic Failure,0.2792
93.jpg,0,No Endodontic Treatment,0.3184
93.jpg,0,No Endodontic Treatment,0.3184
94.jpg,3,Total Endodontic Failure,0.2943
94.jpg,3,Total Endodontic Failure,0.2943
95.jpg,0,No Endodontic Treatment,0.2627
95.jpg,0,No Endodontic Treatment,0.2627
96.jpg,0,No Endodontic Treatment,0.3062
96.jpg,0,No Endodontic Treatment,0.3062
97.jpg,3,Total Endodontic Failure,0.2713
97.jpg,3,Total Endodontic Failure,0.2713
98.jpg,0,No Endodontic Treatment,0.324
98.jpg,0,No Endodontic Treatment,0.324
